FLOOR,BEDROOM,BATHROOM,parking_missing,price_in_crore,Land_in_aana,LAND_squared,City,road_access_in_feet,facing,AGE,car_parking,bike_parking
4.5,6.0,6.0,1,3.0,4.0,16.0,kathmandu,13.0,south,22,0,0
3.5,6.0,6.0,0,5.55,6.2,38.440000000000005,kathmandu,20.0,south,4,3,4
4.5,28.0,7.0,0,14.0,14.0,196.0,kathmandu,15.0,south,24,9,9
4.0,8.0,6.0,0,8.5,6.0,36.0,kathmandu,12.0,south-east,12,2,8
2.5,4.0,3.0,0,3.38,3.2,10.240000000000002,kathmandu,13.0,east,13,1,4
2.5,5.0,5.0,1,2.9,5.0,25.0,kathmandu,13.0,north,7,0,0
2.5,5.0,3.0,1,2.6,3.2,10.240000000000002,lalitpur,13.0,east,7,0,0
3.5,6.0,3.0,1,3.25,3.2,10.240000000000002,kathmandu,18.0,east,22,0,0
3.0,7.0,6.0,0,4.5,5.1,26.009999999999998,kathmandu,13.0,south-west,16,1,1
2.0,4.0,2.0,0,1.55,4.2,17.64,lalitpur,4.0,south,10,1,1
2.5,6.0,4.0,0,2.75,3.2,10.240000000000002,kathmandu,10.0,west,14,1,3
2.5,4.0,3.0,0,7.3,6.4,40.96000000000001,lalitpur,20.0,south-east,14,2,4
2.5,4.0,3.0,0,2.5,5.0,25.0,kathmandu,16.0,east,17,1,2
2.5,5.0,4.0,0,3.2,4.0,16.0,kathmandu,13.0,south-east,4,2,0
2.5,4.0,3.0,0,3.9,4.0,16.0,kathmandu,26.0,west,17,0,1
2.5,6.0,4.0,0,6.0,9.0,81.0,lalitpur,13.0,east,17,2,3
2.5,6.0,5.0,0,4.6,7.0,49.0,lalitpur,13.0,south-east,7,3,0
3.5,8.0,7.0,0,4.95,8.2,67.24,kathmandu,12.0,south-east,14,3,0
3.5,8.0,4.0,0,2.8,5.0,25.0,kathmandu,13.0,south,20,1,3
5.0,10.0,6.0,0,6.0,6.0,36.0,kathmandu,24.0,east,10,8,9
3.0,3.0,3.0,0,2.15,2.3,5.289999999999999,lalitpur,13.0,east,3,1,3
3.0,4.0,3.0,0,2.15,3.0,9.0,kathmandu,12.0,south-east,17,1,1
3.5,5.0,4.0,0,6.0,10.2,104.03999999999999,kathmandu,13.0,south-west,6,2,3
2.5,7.0,4.0,0,3.8,4.2,17.64,lalitpur,13.0,north-east,6,2,0
2.5,5.0,4.0,0,2.75,4.0,16.0,kathmandu,13.0,south-east,6,2,4
3.5,8.0,3.0,0,5.8,6.0,36.0,kathmandu,20.0,north,14,2,3
3.0,7.0,3.0,0,4.25,5.0,25.0,lalitpur,20.0,south,6,1,1
3.0,8.0,3.0,0,2.75,3.3,10.889999999999999,kathmandu,12.0,south-east,22,1,4
2.5,3.0,3.0,0,5.0,6.0,36.0,lalitpur,20.0,south,4,1,2
2.5,6.0,4.0,1,3.9,4.3,18.49,lalitpur,13.0,west,7,0,0
2.5,3.0,3.0,0,4.25,4.0,16.0,lalitpur,14.0,south,6,1,1
2.5,4.0,5.0,0,5.65,4.1,16.81,kathmandu,20.0,north,17,2,3
2.5,4.0,3.0,0,3.1,4.1,16.81,kathmandu,13.0,east,6,2,5
1.0,6.0,3.0,0,2.25,3.0,9.0,lalitpur,16.0,east,12,1,3
2.5,4.0,3.0,0,4.5,7.0,49.0,lalitpur,16.0,south,9,2,2
2.5,3.0,3.0,0,4.25,4.0,16.0,lalitpur,14.0,south,6,1,1
2.5,5.0,4.0,0,2.2,3.0,9.0,lalitpur,13.0,south,6,1,3
2.5,4.0,3.0,0,4.5,4.2,17.64,lalitpur,13.0,east,14,1,1
2.5,6.0,5.0,0,8.5,9.3,86.49000000000001,lalitpur,12.0,south,7,1,2
2.5,4.0,3.0,0,2.0,2.5,6.25,lalitpur,13.0,east,6,1,1
2.5,3.0,3.0,0,5.5,4.0,16.0,kathmandu,13.0,west,22,1,2
2.5,7.0,7.0,0,3.6,12.0,144.0,kathmandu,20.0,east,7,3,5
2.5,4.0,3.0,0,3.7,3.2,10.240000000000002,kathmandu,14.0,north-east,6,1,1
3.0,6.0,4.0,0,3.4,4.0,16.0,kathmandu,13.0,east,14,2,1
2.5,4.0,3.0,0,5.75,9.0,81.0,kathmandu,12.0,south,7,2,2
2.5,5.0,5.0,1,6.75,6.0,36.0,kathmandu,15.0,north,6,0,0
1.5,3.0,2.0,0,12.0,12.0,144.0,kathmandu,16.0,north,22,4,5
2.5,6.0,3.0,0,2.2,5.0,25.0,kathmandu,10.0,west,4,2,3
2.5,5.0,5.0,0,2.3,2.3,5.289999999999999,lalitpur,13.0,south,6,1,2
1.0,2.0,1.0,0,1.5,3.1,9.610000000000001,kathmandu,10.0,south,22,1,2
3.5,3.0,3.0,0,1.68,1.1,1.2100000000000002,kathmandu,20.0,east,33,0,2
2.5,1.0,1.0,0,1.73,3.0,9.0,kathmandu,15.0,south,12,1,5
2.5,4.0,5.0,0,7.7,6.2,38.440000000000005,kathmandu,30.0,west,33,1,1
2.5,6.0,3.0,0,2.2,5.0,25.0,kathmandu,10.0,south,8,1,4
2.5,5.0,3.0,0,3.1,3.8,14.44,kathmandu,13.0,east,7,1,1
2.5,5.0,5.0,1,2.99,4.0,16.0,kathmandu,13.0,south-east,6,0,0
2.5,7.0,5.0,0,13.5,13.0,169.0,lalitpur,16.0,south,22,3,5
2.5,5.0,3.0,0,2.1,3.0,9.0,kathmandu,10.0,south,4,1,3
1.0,2.0,1.0,1,1.3,4.2,17.64,kathmandu,13.0,north-east,6,0,0
1.0,2.0,1.0,1,1.85,5.2,27.040000000000003,kathmandu,16.0,north,33,0,0
1.0,2.0,1.0,1,1.7,4.0,16.0,kathmandu,20.0,south,33,0,0
5.0,1.0,1.0,0,6.0,3.0,9.0,kathmandu,32.8,west,12,1,5
2.5,6.0,4.0,0,2.65,3.2,10.240000000000002,kathmandu,13.0,north,7,1,2
2.5,5.0,4.0,0,1.95,4.0,16.0,lalitpur,13.0,south,6,1,1
2.5,5.0,4.0,0,8.5,7.3,53.29,lalitpur,17.0,north-east,6,2,5
2.0,3.0,2.0,0,2.3,3.0,9.0,kathmandu,27.0,west,6,1,0
2.5,5.0,3.0,0,10.4,16.0,256.0,kathmandu,65.6,north-west,22,2,1
2.5,5.0,5.0,0,3.25,4.0,16.0,lalitpur,13.0,north,6,1,1
2.5,4.0,3.0,0,2.6,4.0,16.0,lalitpur,10.0,south,9,1,1
2.5,8.0,3.0,0,2.95,3.2,10.240000000000002,lalitpur,13.0,north,35,1,3
2.5,6.0,3.0,0,6.8,8.2,67.24,kathmandu,14.0,east,32,2,2
1.0,4.0,2.0,0,1.55,2.2,4.840000000000001,kathmandu,15.0,south,5,0,1
2.5,6.0,5.0,0,2.2,3.0,9.0,lalitpur,42.7,south-east,4,1,3
2.5,5.0,4.0,1,4.3,7.0,49.0,bhaktapur,16.5,unknown,7,0,0
2.5,6.0,3.0,1,3.45,3.2,10.240000000000002,kathmandu,13.0,east,22,0,0
2.5,6.0,3.0,1,2.5,3.2,10.240000000000002,kathmandu,13.0,east,16,0,0
2.5,5.0,3.0,1,3.65,5.1,26.009999999999998,lalitpur,14.0,north-east,10,0,0
2.0,5.0,5.0,1,5.49,7.0,49.0,kathmandu,13.0,north-east,5,0,0
2.5,6.0,6.0,1,7.5,9.2,84.63999999999999,kathmandu,13.0,east,14,0,0
2.0,4.0,5.0,1,3.7,6.0,36.0,kathmandu,12.0,west,17,0,0
3.5,6.0,4.0,1,3.8,4.0,16.0,lalitpur,20.0,south,4,0,0
2.5,5.0,4.0,1,6.75,7.0,49.0,kathmandu,26.0,east,17,0,0
3.5,7.0,3.0,1,3.1,3.2,10.240000000000002,lalitpur,13.0,east,10,0,0
2.5,5.0,4.0,1,4.0,5.2,27.040000000000003,bhaktapur,13.0,west,32,0,0
2.5,5.0,5.0,1,5.5,5.2,27.040000000000003,kathmandu,15.0,north-east,14,0,0
2.0,6.0,6.0,1,3.1,4.3,18.49,kathmandu,13.0,south-east,32,0,0
2.5,4.0,3.0,1,2.2,3.3,10.889999999999999,kathmandu,13.0,south-east,24,0,0
2.5,6.0,4.0,1,3.3,3.2,10.240000000000002,lalitpur,20.0,south,14,0,0
2.5,6.0,4.0,1,2.9,3.0,9.0,lalitpur,20.0,south,4,0,0
4.0,8.0,6.0,1,5.25,7.2,51.84,lalitpur,18.0,north,5,0,0
2.5,6.0,3.0,1,3.99,3.4,11.559999999999999,lalitpur,16.0,north-west,5,0,0
3.0,5.0,5.0,1,5.5,7.0,49.0,lalitpur,20.0,south,5,0,0
2.5,7.0,5.0,1,2.75,3.1,9.610000000000001,lalitpur,20.0,south,4,0,0
2.5,5.0,6.0,1,3.2,3.1,9.610000000000001,kathmandu,13.0,north,4,0,0
2.5,5.0,4.0,1,3.5,5.0,25.0,kathmandu,20.0,west,7,0,0
3.5,5.0,4.0,1,3.8,3.0,9.0,kathmandu,10.0,south-east,7,0,0
2.5,6.0,2.0,1,2.0,2.8,7.839999999999999,chitwan,15.0,south-east,4,0,0
2.5,4.0,4.0,1,3.85,4.0,16.0,kathmandu,13.0,south,7,0,0
2.5,6.0,4.0,1,2.5,3.0,9.0,kathmandu,13.0,west,7,0,0
3.5,7.0,4.0,1,2.8,4.2,17.64,kathmandu,11.0,south-east,2,0,0
2.5,6.0,5.0,1,3.45,4.0,16.0,kathmandu,13.0,west,4,0,0
2.5,4.0,6.0,1,4.0,3.2,10.240000000000002,kathmandu,11.0,south,4,0,0
2.0,6.0,3.0,1,2.75,5.0,25.0,kathmandu,20.0,south,5,0,0
2.0,3.0,3.0,1,3.25,4.0,16.0,kathmandu,14.0,west,7,0,0
1.5,2.0,2.0,1,1.2,3.0,9.0,kathmandu,12.0,north-east,4,0,0
1.0,3.0,1.0,1,1.9,3.2,10.240000000000002,kathmandu,10.0,north,8,0,0
2.0,4.0,3.0,1,10.0,17.0,289.0,lalitpur,12.5,south,2,0,0
2.5,3.0,3.0,1,5.5,9.0,81.0,kathmandu,11.0,north,4,0,0
2.5,4.0,2.0,1,1.6,2.5,6.25,kathmandu,8.0,south-east,4,0,0
2.5,3.0,3.0,1,2.45,3.3,10.889999999999999,kathmandu,13.0,west,6,0,0
3.0,7.0,3.0,1,2.1,3.0,9.0,kathmandu,13.0,south-east,7,0,0
3.5,6.0,3.0,1,3.9,3.2,10.240000000000002,kathmandu,12.0,east,6,0,0
2.5,5.0,5.0,1,4.5,3.8,14.44,lalitpur,14.0,west,4,0,0
2.5,4.0,3.0,1,10.0,10.0,100.0,lalitpur,16.0,south,8,0,0
2.5,6.0,4.0,1,3.1,3.0,9.0,kathmandu,13.0,east,5,0,0
2.5,7.0,6.0,1,16.0,16.0,256.0,kathmandu,14.0,north-east,5,0,0
2.5,3.0,3.0,1,2.35,2.2,4.840000000000001,kathmandu,13.0,south-east,7,0,0
2.0,3.0,2.0,1,2.0,2.3,5.289999999999999,kaski,13.0,south-east,4,0,0
3.0,5.0,4.0,1,4.7,4.3,18.49,lalitpur,13.0,south,8,0,0
2.5,5.0,4.0,1,3.05,4.2,17.64,kathmandu,13.0,south,2,0,0
2.5,7.0,3.0,1,2.0,3.2,10.240000000000002,kathmandu,12.0,south,4,0,0
2.5,4.0,4.0,1,3.0,3.0,9.0,bhaktapur,12.0,south,4,0,0
2.5,5.0,3.0,1,2.8,3.2,10.240000000000002,lalitpur,15.0,south,4,0,0
2.5,4.0,5.0,1,3.6,4.1,16.81,lalitpur,13.0,south-west,5,0,0
4.0,10.0,8.0,1,8.5,8.2,67.24,kaski,15.0,south,7,0,0
2.5,4.0,3.0,1,2.85,3.2,10.240000000000002,kathmandu,13.0,south-east,8,0,0
2.5,2.0,3.0,1,2.5,3.1,9.610000000000001,lalitpur,14.0,south,7,0,0
6.0,8.0,6.0,1,5.5,4.0,16.0,kathmandu,20.0,east,8,0,0
2.5,4.0,4.0,1,7.5,9.0,81.0,kathmandu,20.0,unknown,8,0,0
2.5,7.0,5.0,1,3.75,5.0,25.0,kaski,15.0,west,4,0,0
2.5,5.0,3.0,1,2.2,3.3,10.889999999999999,kathmandu,13.0,south-east,5,0,0
4.5,5.0,4.0,1,4.5,4.2,17.64,kathmandu,16.0,south-west,8,0,0
2.5,5.0,3.0,1,2.2,3.1,9.610000000000001,kathmandu,12.0,east,4,0,0
6.0,19.0,19.0,1,5.25,3.0,9.0,kathmandu,13.0,north,8,0,0
2.5,6.0,4.0,1,1.9,4.0,16.0,lalitpur,16.0,west,14,0,0
2.5,8.0,6.0,1,3.0,4.0,16.0,kathmandu,26.0,south-east,12,0,0
1.0,3.0,1.0,1,1.0,5.0,25.0,kathmandu,13.0,north,3,0,0
2.0,4.0,2.0,1,2.0,3.0,9.0,lalitpur,14.0,south-east,3,0,0
2.5,5.0,3.0,1,3.5,4.0,16.0,kathmandu,12.0,east,4,0,0
2.5,4.0,3.0,1,2.4,3.2,10.240000000000002,lalitpur,13.0,east,2,0,0
2.5,6.0,3.0,1,2.65,3.0,9.0,kathmandu,13.0,west,8,0,0
2.5,5.0,3.0,1,2.7,3.2,10.240000000000002,lalitpur,14.0,south-west,6,0,0
2.5,5.0,4.0,1,3.0,5.0,25.0,kathmandu,15.0,unknown,6,0,0
2.5,5.0,4.0,1,2.6,3.5,12.25,lalitpur,12.0,north-east,5,0,0
4.5,34.0,34.0,1,8.3,7.0,49.0,kathmandu,20.0,north,12,0,0
4.5,5.0,4.0,1,3.75,3.2,10.240000000000002,kathmandu,9.0,south-west,3,0,0
2.5,5.0,4.0,1,4.0,5.0,25.0,kathmandu,20.0,east,7,0,0
2.5,5.0,4.0,1,4.0,4.1,16.81,kathmandu,12.0,north,14,0,0
2.5,5.0,4.0,1,3.5,6.0,36.0,kathmandu,10.0,east,6,0,0
3.0,5.0,6.0,1,2.9,4.2,17.64,kathmandu,13.0,north-west,6,0,0
1.0,3.0,1.0,1,1.3,3.2,10.240000000000002,kathmandu,13.0,west,6,0,0
3.5,5.0,3.0,1,3.5,4.0,16.0,kathmandu,12.0,south,6,0,0
2.5,5.0,1.0,1,3.55,4.1,16.81,kathmandu,13.0,west,6,0,0
2.5,6.0,4.0,1,11.5,17.0,289.0,kathmandu,13.0,south,6,0,0
2.5,5.0,4.0,1,5.5,6.1,37.209999999999994,lalitpur,20.0,north,5,0,0
2.0,5.0,4.0,1,14.0,12.0,144.0,kathmandu,13.0,east,6,0,0
3.0,4.0,1.0,1,3.6,5.0,25.0,lalitpur,13.0,north,8,0,0
1.0,2.0,1.0,1,1.3,4.2,17.64,kathmandu,13.0,north-east,3,0,0
1.0,2.0,1.0,1,1.2,3.0,9.0,kathmandu,10.0,east,6,0,0
2.5,6.0,2.0,1,1.7,2.2,4.840000000000001,lalitpur,13.0,north-east,6,0,0
3.0,5.0,4.0,1,2.85,4.0,16.0,lalitpur,13.0,unknown,8,0,0
2.5,5.0,3.0,1,2.75,3.1,9.610000000000001,lalitpur,20.0,east,6,0,0
2.5,7.0,5.0,0,6.5,8.0,64.0,lalitpur,16.0,north,6,4,10
2.5,4.0,4.0,1,5.9,5.0,25.0,lalitpur,15.0,west,12,0,0
2.5,6.0,3.0,1,3.65,4.0,16.0,kathmandu,13.0,east,2,0,0
3.0,8.0,3.0,1,2.75,3.0,9.0,kathmandu,15.0,east,6,0,0
2.5,6.0,3.0,1,1.6,3.3,10.889999999999999,kathmandu,15.0,north,6,0,0
3.5,7.0,4.0,1,2.5,4.0,16.0,kathmandu,15.0,east,6,0,0
3.0,7.0,6.0,1,3.87,4.0,16.0,kathmandu,30.0,north-east,5,0,0
2.5,5.0,3.0,1,4.5,5.2,27.040000000000003,kathmandu,12.0,north-east,5,0,0
2.5,5.0,3.0,1,2.45,3.0,9.0,kathmandu,15.0,east,8,0,0
3.0,4.0,3.0,0,3.0,4.0,16.0,kathmandu,13.0,south-east,2,2,5
1.0,2.0,2.0,1,2.2,3.8,14.44,kathmandu,15.0,south-east,6,0,0
2.5,6.0,4.0,1,2.65,3.3,10.889999999999999,kathmandu,20.0,west,6,0,0
1.0,2.0,1.0,1,1.65,3.0,9.0,kathmandu,12.0,east,9,0,0
2.5,7.0,7.0,1,3.6,5.0,25.0,lalitpur,20.0,south-west,10,0,0
2.5,5.0,3.0,1,2.3,3.0,9.0,kathmandu,18.0,west,9,0,0
2.5,4.0,4.0,1,1.6,3.0,9.0,kathmandu,12.0,east,9,0,0
3.0,7.0,6.0,1,4.75,8.2,67.24,kathmandu,13.0,north,2,0,0
2.5,5.0,4.0,1,2.9,4.0,16.0,kathmandu,12.0,south,8,0,0
2.5,5.0,3.0,1,3.4,3.1,9.610000000000001,kathmandu,15.0,east,9,0,0
3.0,5.0,3.0,1,2.45,3.0,9.0,kathmandu,13.0,east,8,0,0
2.5,5.0,4.0,1,14.0,11.2,125.43999999999998,kathmandu,22.0,north-east,6,0,0
2.0,6.0,5.0,1,10.0,15.0,225.0,kathmandu,14.0,east,6,0,0
2.0,7.0,4.0,1,3.75,4.0,16.0,kathmandu,13.0,east,8,0,0
2.5,6.0,4.0,1,4.25,4.2,17.64,lalitpur,20.0,east,9,0,0
2.5,5.0,3.0,1,2.15,2.3,5.289999999999999,lalitpur,12.0,north,9,0,0
2.5,5.0,5.0,1,3.75,4.0,16.0,lalitpur,13.0,north,6,0,0
3.5,7.0,5.0,1,4.75,4.0,16.0,lalitpur,13.0,north-west,6,0,0
2.5,4.0,4.0,1,2.35,2.3,5.289999999999999,lalitpur,13.0,south,9,0,0
3.5,7.0,4.0,1,4.7,4.2,17.64,kathmandu,25.0,east,3,0,0
3.0,6.0,4.0,1,9.0,8.0,64.0,kathmandu,20.0,south,10,0,0
3.0,8.0,4.0,1,2.24,3.2,10.240000000000002,kathmandu,13.0,south,8,0,0
6.0,30.0,11.0,1,8.5,7.2,51.84,kathmandu,30.0,north-west,6,0,0
2.5,7.0,5.0,1,2.65,3.3,10.889999999999999,kathmandu,13.0,south,9,0,0
2.5,6.0,4.0,1,3.99,4.0,16.0,kathmandu,15.0,south,12,0,0
4.5,6.0,4.0,1,3.35,3.0,9.0,kathmandu,18.0,east,19,0,0
2.5,6.0,5.0,1,4.9,4.0,16.0,bhaktapur,18.0,south,11,0,0
2.5,5.0,3.0,1,3.7,6.1,37.209999999999994,kathmandu,12.0,north,17,0,0
2.5,5.0,3.0,1,2.75,3.0,9.0,lalitpur,20.0,north-west,10,0,0
2.5,4.0,5.0,1,6.4,6.0,36.0,lalitpur,20.0,south,24,0,0
2.5,12.0,4.0,1,4.0,7.0,49.0,kathmandu,14.0,west,14,0,0
1.5,2.0,2.0,1,4.0,5.0,25.0,kathmandu,14.0,east,8,0,0
2.5,4.0,4.0,1,2.99,4.0,16.0,kathmandu,20.0,south,10,0,0
3.0,7.0,4.0,1,4.5,6.2,38.440000000000005,kathmandu,20.0,east,10,0,0
2.5,7.0,5.0,1,3.85,4.0,16.0,kathmandu,13.0,north-east,12,0,0
3.0,5.0,4.0,1,3.25,5.0,25.0,bhaktapur,16.5,south-west,8,0,0
2.5,7.0,4.0,1,3.75,3.2,10.240000000000002,kathmandu,16.0,south-west,6,0,0
2.5,4.0,4.0,1,2.5,3.0,9.0,lalitpur,20.0,east,12,0,0
4.0,11.0,5.0,1,1.96,3.0,9.0,kathmandu,9.0,east,6,0,0
3.0,5.0,5.0,1,2.84,5.0,25.0,kathmandu,22.0,east,8,0,0
4.0,9.0,6.0,1,1.62,3.0,9.0,kathmandu,9.0,east,17,0,0
3.5,10.0,6.0,1,5.5,6.0,36.0,kathmandu,13.0,north-east,10,0,0
4.5,8.0,6.0,1,5.0,5.0,25.0,bhaktapur,20.0,north-west,11,0,0
2.5,6.0,4.0,1,3.3,3.2,10.240000000000002,lalitpur,20.5,south-west,12,0,0
2.5,4.0,4.0,1,2.75,4.0,16.0,kathmandu,12.0,west,12,0,0
3.0,7.0,6.0,1,4.25,5.0,25.0,kathmandu,16.0,east,10,0,0
2.0,4.0,2.0,1,2.1,4.0,16.0,kathmandu,20.0,north,10,0,0
2.5,4.0,4.0,1,2.3,2.3,5.289999999999999,lalitpur,13.0,east,6,0,0
2.5,5.0,4.0,1,4.25,3.3,10.889999999999999,lalitpur,20.0,south,18,0,0
2.5,4.0,4.0,1,2.65,3.1,9.610000000000001,lalitpur,13.0,north-east,18,0,0
3.5,4.0,5.0,1,7.0,6.0,36.0,lalitpur,13.0,west,12,0,0
1.0,2.0,1.0,1,2.4,4.0,16.0,kathmandu,15.0,south,8,0,0
3.5,8.0,6.0,1,4.1,5.0,25.0,lalitpur,13.0,east,12,0,0
3.0,6.0,3.0,1,4.45,6.2,38.440000000000005,kathmandu,12.0,south,17,0,0
2.5,6.0,3.0,1,4.5,10.3,106.09000000000002,kathmandu,13.0,north-east,12,0,0
3.5,6.0,7.0,1,2.75,3.0,9.0,kathmandu,22.0,south,13,0,0
2.5,4.0,4.0,1,4.5,3.2,10.240000000000002,lalitpur,20.0,east,12,0,0
3.0,5.0,6.0,1,6.8,8.0,64.0,kathmandu,20.0,south-west,17,0,0
2.5,4.0,3.0,1,4.65,5.1,26.009999999999998,kathmandu,13.0,east,13,0,0
2.0,5.0,5.0,1,3.45,4.2,17.64,kathmandu,13.0,west,3,0,0
2.5,6.0,3.0,1,2.1,7.0,49.0,kaski,13.0,north-east,6,0,0
2.5,6.0,5.0,1,4.2,4.2,17.64,kathmandu,16.0,south-east,27,0,0
2.5,4.0,4.0,1,4.3,3.2,10.240000000000002,lalitpur,14.0,east,12,0,0
2.5,5.0,4.0,1,2.55,3.0,9.0,lalitpur,13.0,west,12,0,0
2.5,5.0,4.0,1,2.75,3.0,9.0,lalitpur,13.0,south,10,0,0
2.5,4.0,4.0,1,2.7,3.0,9.0,lalitpur,20.0,west,10,0,0
2.5,4.0,3.0,1,2.4,3.2,10.240000000000002,lalitpur,13.0,east,3,0,0
2.5,4.0,3.0,1,2.9,3.2,10.240000000000002,kathmandu,14.0,north,27,0,0
2.5,7.0,4.0,1,3.6,5.0,25.0,kathmandu,12.0,north,13,0,0
2.5,4.0,3.0,1,5.7,7.2,51.84,kathmandu,20.0,east,3,0,0
2.5,4.0,5.0,1,4.17,4.0,16.0,kathmandu,13.0,west,3,0,0
2.5,6.0,5.0,1,2.99,3.1,9.610000000000001,kathmandu,13.0,east,9,0,0
3.0,6.0,2.0,1,2.0,3.2,10.240000000000002,lalitpur,12.0,east,10,0,0
2.5,5.0,3.0,1,3.3,4.0,16.0,kathmandu,11.0,south,3,0,0
2.5,6.0,5.0,1,3.9,4.0,16.0,lalitpur,12.5,east,27,0,0
3.0,8.0,8.0,1,2.65,4.0,16.0,lalitpur,13.0,west,12,0,0
3.0,9.0,4.0,1,5.5,8.0,64.0,kathmandu,13.0,north,10,0,0
2.5,7.0,4.0,1,3.35,5.0,25.0,lalitpur,20.0,east,6,0,0
1.0,1.0,1.0,1,1.4,2.5,6.25,lalitpur,10.0,south,9,0,0
2.5,5.0,3.0,1,2.55,3.0,9.0,lalitpur,13.0,south,6,0,0
2.5,6.0,4.0,1,3.25,4.0,16.0,lalitpur,15.0,west,13,0,0
2.5,4.0,3.0,1,2.25,3.1,9.610000000000001,kathmandu,18.0,north,4,0,0
2.5,7.0,3.0,1,2.3,3.0,9.0,lalitpur,13.0,south,9,0,0
2.5,5.0,4.0,1,3.5,4.0,16.0,kathmandu,13.0,south-east,6,0,0
2.5,4.0,4.0,1,2.65,3.1,9.610000000000001,lalitpur,20.0,south,21,0,0
2.5,6.0,5.0,1,2.95,4.0,16.0,lalitpur,13.0,north-east,13,0,0
1.0,2.0,1.0,1,1.6,3.1,9.610000000000001,lalitpur,13.0,north-east,11,0,0
3.5,6.0,4.0,1,2.7,2.3,5.289999999999999,kathmandu,13.0,east,3,0,0
2.5,7.0,3.0,1,2.3,3.0,9.0,lalitpur,13.0,south,9,0,0
2.5,4.0,3.0,1,2.3,3.0,9.0,lalitpur,13.0,south,6,0,0
3.5,6.0,5.0,1,3.88,4.2,17.64,kathmandu,13.0,north-east,13,0,0
2.5,7.0,5.0,1,3.98,4.1,16.81,kathmandu,13.0,east,12,0,0
2.5,5.0,5.0,1,4.35,5.0,25.0,kathmandu,13.0,west,10,0,0
3.0,4.0,2.0,1,2.3,3.0,9.0,kathmandu,10.0,north-west,10,0,0
2.5,5.0,3.0,1,2.3,3.0,9.0,kathmandu,10.0,south,13,0,0
2.5,4.0,4.0,1,3.4,3.1,9.610000000000001,kathmandu,20.0,north,12,0,0
3.0,3.0,3.0,1,1.5,2.2,4.840000000000001,kathmandu,4.0,east,10,0,0
3.5,6.0,4.0,1,3.8,3.0,9.0,kathmandu,20.0,south-west,10,0,0
2.5,12.0,4.0,1,3.5,6.0,36.0,kathmandu,11.0,north-west,13,0,0
2.5,6.0,5.0,1,3.75,4.0,16.0,kathmandu,13.0,south,13,0,0
3.0,8.0,5.0,1,4.25,4.2,17.64,lalitpur,13.0,north,3,0,0
2.5,5.0,4.0,1,3.45,4.1,16.81,lalitpur,13.0,north,3,0,0
3.5,5.0,5.0,1,2.65,3.0,9.0,lalitpur,13.0,north,6,0,0
3.0,5.0,4.0,1,3.15,3.1,9.610000000000001,lalitpur,13.0,south,9,0,0
2.5,5.0,4.0,1,3.75,3.3,10.889999999999999,lalitpur,13.0,south,6,0,0
2.5,4.0,4.0,1,2.7,3.2,10.240000000000002,lalitpur,15.0,south,10,0,0
2.5,5.0,4.0,1,3.9,5.2,27.040000000000003,kathmandu,13.0,east,10,0,0
2.5,6.0,4.0,1,4.0,6.0,36.0,kathmandu,4.0,west,9,0,0
6.0,5.0,4.0,1,5.5,3.0,9.0,kathmandu,26.0,north,8,0,0
5.0,17.0,12.0,1,3.5,3.0,9.0,kathmandu,13.0,west,6,0,0
2.5,5.0,3.0,1,3.5,3.2,10.240000000000002,kathmandu,13.0,south,8,0,0
3.0,4.0,5.0,1,5.86,4.1,16.81,lalitpur,20.0,west,6,0,0
2.5,5.0,2.0,1,4.5,9.0,81.0,bhaktapur,26.0,north,6,0,0
3.5,8.0,7.0,1,5.5,5.2,27.040000000000003,kathmandu,13.0,north-west,9,0,0
2.5,5.0,5.0,1,5.1,4.2,17.64,kathmandu,12.0,south,12,0,0
2.5,5.0,2.0,1,2.6,3.2,10.240000000000002,kathmandu,10.0,north,3,0,0
2.5,5.0,3.0,1,2.7,3.0,9.0,kathmandu,13.0,north,10,0,0
1.5,3.0,2.0,1,1.2,3.2,10.240000000000002,kathmandu,13.0,north,8,0,0
3.0,7.0,5.0,1,3.85,5.2,27.040000000000003,lalitpur,18.0,east,6,0,0
2.5,4.0,5.0,1,5.2,4.3,18.49,kathmandu,12.0,south,6,0,0
2.5,2.0,3.0,1,2.6,4.1,16.81,lalitpur,13.0,south,9,0,0
3.5,5.0,4.0,1,2.4,2.3,5.289999999999999,lalitpur,13.0,south,12,0,0
3.5,5.0,3.0,1,3.1,3.2,10.240000000000002,lalitpur,13.0,east,17,0,0
2.5,6.0,3.0,1,2.55,3.0,9.0,lalitpur,13.0,north,16,0,0
2.5,4.0,3.0,1,2.85,3.2,10.240000000000002,lalitpur,12.0,east,10,0,0
4.0,10.0,6.0,1,8.5,5.0,25.0,kathmandu,27.0,east,14,0,0
2.5,4.0,4.0,1,5.15,7.0,49.0,lalitpur,20.0,north,10,0,0
2.5,5.0,5.0,1,2.2,3.0,9.0,lalitpur,16.5,east,12,0,0
2.5,7.0,3.0,1,2.7,3.3,10.889999999999999,kathmandu,13.0,south-west,12,0,0
2.5,6.0,5.0,1,2.95,3.2,10.240000000000002,kathmandu,13.0,north,8,0,0
2.5,6.0,3.0,1,2.8,3.0,9.0,kathmandu,13.0,north,6,0,0
2.5,4.0,3.0,1,5.75,9.1,82.80999999999999,kathmandu,15.0,north,6,0,0
